mpu.get_temp(),accel_data[x],accel_data[y],accel_data[z],gyro_data[x],gyro_data[y],gyro_data[z]
31.0711764706,1.08217915039,-0.15801730957,9.11711992188,-2.45801526718,-0.480916030534,0.458015267176
31.0711764706,1.01992990723,-0.378283862305,9.33738647461,-2.26717557252,-0.374045801527,0.274809160305
31.0711764706,1.06541973877,-0.363918652344,9.17697496338,-2.2213740458,-0.221374045802,0.213740458015
31.0711764706,1.01992990723,-0.380678063965,9.30386765137,-2.42748091603,-0.274809160305,0.160305343511
31.1652941176,1.00556469727,-0.354341845703,9.05008227539,-2.3893129771,-0.709923664122,0.36641221374
31.1652941176,1.16118780518,-0.354341845703,9.26077202148,-2.28244274809,-0.511450381679,0.251908396947
31.2123529412,1.03190091553,-0.375889660645,9.19852277832,-2.36641221374,-0.511450381679,0.312977099237
31.0711764706,1.2138602417,-0.339976635742,9.2057053833,-2.28244274809,-0.473282442748,0.236641221374
31.1652941176,1.04147772217,-0.371101257324,9.19852277832,-2.35114503817,-0.389312977099,0.297709923664
31.0241176471,0.933738647461,-0.414196887207,9.17697496338,-2.52671755725,-0.625954198473,0.480916030534
31.1652941176,1.01992990723,-0.356736047363,9.1219083252,-2.37404580153,-0.503816793893,0.381679389313
31.2123529412,1.19231242676,-0.440533105469,9.13866773682,-2.36641221374,-0.442748091603,0.343511450382
31.0711764706,1.05584293213,-0.325611425781,9.08838950195,-2.49618320611,-0.473282442748,0.290076335878
31.0711764706,1.1659762085,-0.440533105469,9.07641849365,-2.3358778626,-0.320610687023,0.343511450382
31.1182352941,1.00077629395,-0.318428820801,9.25598361816,-2.52671755725,-0.374045801527,0.0687022900763
31.0711764706,1.05344873047,-0.323217224121,9.23922420654,-2.48091603053,-0.374045801527,0.190839694656
31.1652941176,1.06302553711,-0.339976635742,9.16021555176,-2.47328244275,-0.496183206107,0.290076335878
31.0241176471,1.04147772217,-0.3064578125,9.17218656006,-2.39694656489,-0.343511450382,0.480916030534
31.0711764706,1.02711251221,-0.356736047363,9.11711992188,-2.32824427481,-0.587786259542,0.312977099237
31.1182352941,1.02950671387,-0.361524450684,9.11951412354,-2.25190839695,-0.473282442748,0.175572519084
31.1182352941,1.04147772217,-0.45729251709,9.05487067871,-2.53435114504,-0.450381679389,0.297709923664
31.1182352941,1.19710083008,-0.351947644043,9.1219083252,-2.45801526718,-0.580152671756,0.145038167939
31.1652941176,1.08457335205,-0.421379492187,9.29907924805,-2.47328244275,-0.442748091603,0.259541984733
31.1182352941,1.01274730225,-0.31364041748,9.04289967041,-2.36641221374,-0.526717557252,0.251908396947
31.1652941176,1.00317049561,-0.179565124512,9.21528218994,-2.41984732824,-0.595419847328,0.374045801527
31.1182352941,1.06781394043,-0.397437475586,9.16260975342,-2.45801526718,-0.488549618321,0.343511450382
31.0711764706,0.92176763916,-0.234631762695,9.31105025635,-2.45801526718,-0.450381679389,0.320610687023
31.1182352941,1.01514150391,-0.31124621582,9.06444748535,-2.64885496183,-0.412213740458,0.358778625954
31.2123529412,1.1899182251,-0.45729251709,9.23443580322,-2.28244274809,-0.679389312977,0.251908396947
31.1182352941,1.04626612549,-0.332794030762,9.32780966797,-2.24427480916,-0.526717557252,0.290076335878
31.0711764706,1.16118780518,-0.392649072266,9.08120689697,-2.48091603053,-0.381679389313,0.30534351145
31.1652941176,1.02711251221,-0.172382519531,9.04768807373,-2.23664122137,-0.320610687023,0.145038167939
31.2123529412,0.9193734375,-0.45729251709,9.33020386963,-2.29770992366,-0.625954198473,0.251908396947
31.0241176471,1.03429511719,-0.318428820801,9.31105025635,-2.35114503817,-0.458015267176,0.343511450382
31.1652941176,1.16837041016,-0.421379492187,9.31344445801,-2.62595419847,-0.442748091603,0.328244274809
31.1182352941,1.08936175537,-0.45729251709,9.32062706299,-2.37404580153,-0.465648854962,0.290076335878
